sct_mae_hu,sct_rmse_hu,sct_psnr,sct_ssim,raw_cbct_mae_hu,raw_cbct_rmse_hu,raw_cbct_psnr,raw_cbct_ssim,sct_mae_air_lung_hu,raw_cbct_mae_air_lung_hu,sct_mae_soft_tissue_hu,raw_cbct_mae_soft_tissue_hu,sct_mae_bone_hu,raw_cbct_mae_bone_hu,sct_mae_body_hu,raw_cbct_mae_body_hu,sample_index,patient_id,slice_index
68.851036,129.05125,26.084223,0.45020469247292283,192.4843,241.80537,20.630148,0.5320285310698454,91.626884,93.028564,47.321945,249.64075,218.55592,436.2856,68.851036,192.4843,132,2ABA027,62
73.177795,137.34067,25.543484,0.4418331897684477,200.38112,251.38036,20.29284,0.5206724945840917,96.74639,98.12547,49.08054,254.33327,209.19162,440.2137,73.177795,200.38112,133,2ABA027,63
74.51597,135.87497,25.636677,0.4399798553491479,203.7996,255.19147,20.162144,0.5187746808776932,95.18526,99.37955,49.48661,255.65157,209.81737,424.2247,74.51597,203.7996,134,2ABA027,64
68.77625,124.6715,26.384125,0.451773713616104,200.20619,249.36003,20.36293,0.5263671937571025,91.69225,103.15049,47.034622,251.53459,196.119,402.4701,68.77625,200.20619,135,2ABA027,65
69.31426,125.720825,26.311323,0.4549704335224947,209.25249,259.11978,20.029457,0.523394650742695,87.45063,108.22156,48.55573,260.62753,206.13762,397.5962,69.31426,209.25249,136,2ABA027,66
67.16732,121.27684,26.623909,0.4595173040993196,213.71848,263.34125,19.88909,0.5058329510515889,83.5899,107.05514,49.842087,269.98428,200.58168,391.47968,67.16732,213.71848,137,2ABA027,67
65.63954,120.39644,26.687195,0.4612616059827603,204.13423,251.95047,20.273163,0.5275160060540776,85.17029,105.08124,48.152084,257.11176,211.98581,395.27997,65.63954,204.13423,138,2ABA027,68
68.91049,128.42741,26.126312,0.45607875783654495,204.73526,254.69255,20.179142,0.5305857608410177,88.2433,104.82098,50.338356,256.50473,231.17001,430.09872,68.91049,204.73526,139,2ABA027,69
72.183426,138.41272,25.475948,0.4490799680846475,206.71594,259.43137,20.019018,0.5302609202486379,89.4584,105.4655,53.44372,257.0883,263.8362,467.23236,72.183426,206.71594,140,2ABA027,70
76.88967,148.72792,24.851618,0.4410565025862552,209.41864,264.55032,19.849302,0.5292875453041952,95.278694,109.859535,54.64497,256.43274,303.6093,495.67282,76.88967,209.41864,141,2ABA027,71
79.246574,151.63222,24.683638,0.4433881040727553,209.33707,265.57373,19.815765,0.5314511038239204,93.96025,106.06861,57.36933,256.68307,296.11865,493.8739,79.246574,209.33707,142,2ABA027,72
82.24791,152.27524,24.646883,0.43843899063642994,210.79976,265.90146,19.805052,0.5282313710897171,98.33011,107.49771,59.657066,259.12717,245.76945,453.26025,82.24791,210.79976,143,2ABA027,73
82.9932,149.01413,24.834919,0.4337053178973859,211.7338,265.30548,19.824543,0.5301579784265347,100.64877,113.24194,59.710903,259.69055,226.50676,429.37567,82.9932,211.7338,144,2ABA027,74
82.66719,148.16179,24.884743,0.43473226385160096,210.46078,264.36557,19.85537,0.5385567730539943,97.445946,115.292145,60.217587,256.87515,226.12491,428.52966,82.66719,210.46078,145,2ABA027,75
80.64624,147.73833,24.909603,0.444758798692112,207.62576,262.37546,19.921003,0.545577143059986,93.70555,117.622604,59.196976,251.74619,223.75728,418.54108,80.64624,207.62576,146,2ABA027,76
80.182526,145.77551,25.025778,0.44791975659994343,202.28896,256.14117,20.129879,0.5490599172737254,95.575905,122.536354,62.17699,245.47714,208.35234,398.86768,80.182526,202.28896,147,2ABA027,77
78.205795,144.99045,25.072681,0.4553719997026551,198.48187,253.3958,20.22348,0.5545758513119201,92.487724,119.6777,62.224182,243.7719,208.70311,381.73074,78.205795,198.48187,148,2ABA027,78
80.44393,148.42952,24.869062,0.4470076668350843,196.07869,253.19275,20.230442,0.5629422244937626,89.75565,115.36623,68.77141,242.3023,199.84158,395.3331,80.44393,196.07869,149,2ABA027,79
84.80911,155.76674,24.449974,0.44455919273458216,195.87064,254.55637,20.183788,0.5649110605155,85.14023,115.37747,79.42683,241.97784,195.45708,394.20636,84.80911,195.87064,150,2ABA027,80
86.91736,156.56296,24.405687,0.4267372532660757,194.74211,255.80861,20.141165,0.5808571011142765,84.99325,115.01822,82.21572,241.37466,202.31534,382.92407,86.91736,194.74211,151,2ABA027,81
105.18223,194.60638,22.516327,0.2999481097423491,335.86548,368.81348,16.963331,0.5517640214801842,326.58334,208.18703,68.0604,329.55005,242.16675,476.34326,105.18223,335.86548,152,2ABA030,6
97.8696,185.83183,22.917065,0.33399720410054917,333.2801,363.53397,17.088568,0.55167837893381,317.91675,204.18059,61.800797,324.15823,215.53406,485.83987,97.8696,333.2801,153,2ABA030,7
89.42649,175.74637,23.40174,0.3724660135175018,333.70758,363.18213,17.09698,0.5504341153422944,311.91275,205.52466,54.806305,324.86566,193.10617,482.62787,89.42649,333.70758,154,2ABA030,8
92.01465,178.59511,23.262077,0.3567303847613329,335.75134,364.58762,17.063429,0.5488444547445215,295.9498,201.65895,57.760017,326.76724,199.82356,488.7669,92.01465,335.75134,155,2ABA030,9
90.7109,177.4175,23.31954,0.3676254246302517,337.57623,365.84756,17.033464,0.5513189601142515,296.32483,201.33261,54.209896,327.85962,209.24545,498.69263,90.7109,337.57623,156,2ABA030,10
91.32483,180.21225,23.183783,0.3755635577351106,342.609,370.11932,16.932632,0.5528684706292146,314.2371,211.86943,51.237324,331.4678,208.15778,499.93982,91.32483,342.609,157,2ABA030,11
91.26383,179.17088,23.23412,0.37835210078790377,343.8024,371.3052,16.904846,0.5564678215453412,316.00815,209.54836,50.471573,333.0169,206.78403,503.23087,91.26383,343.8024,158,2ABA030,12
91.43884,179.4052,23.222769,0.37527055982676766,343.58972,371.09564,16.90975,0.5633127471754851,318.01062,205.28882,50.621323,332.90417,211.51031,517.31573,91.43884,343.58972,159,2ABA030,13
92.603615,182.68372,23.065472,0.37226796658721306,342.45978,370.8654,16.915142,0.567346641859121,325.4565,194.65817,50.65901,332.48868,230.14119,544.5625,92.603615,342.45978,160,2ABA030,14
92.07256,183.7678,23.01408,0.37255489112829343,338.4388,366.80807,17.010689,0.5721378684639391,336.56046,194.45766,51.148766,331.11053,223.6362,542.9177,92.07256,338.4388,161,2ABA030,15
89.64123,181.81818,23.106724,0.3763983172728992,336.70517,363.86633,17.08063,0.5748327941729481,340.599,185.09326,49.049267,332.65106,214.34389,544.99146,89.64123,336.70517,162,2ABA030,16
89.015434,182.02345,23.096922,0.37634665991878974,339.9476,366.75568,17.01193,0.5812388594669572,336.21002,180.6134,49.6716,335.66,220.11037,554.9013,89.015434,339.9476,163,2ABA030,17
86.80164,175.56851,23.410534,0.383747557895264,339.55325,365.66602,17.037775,0.5859280242686948,318.95892,149.31093,50.359097,338.57248,221.08398,558.9965,86.80164,339.55325,164,2ABA030,18
89.34895,182.81837,23.059072,0.3742001809987845,338.64124,364.50586,17.065376,0.5930665851455399,348.63855,160.95944,52.151657,337.67383,210.13297,557.0496,89.34895,338.64124,165,2ABA030,19
91.362755,187.54556,22.837332,0.37088269837099963,338.0456,364.19684,17.072744,0.5998851967113903,359.10297,175.39503,51.72875,338.26474,224.45596,569.30865,91.362755,338.0456,166,2ABA030,20
88.79307,185.16365,22.948353,0.3812585600802872,336.65527,363.082,17.099373,0.6071683148051013,352.63156,174.30034,48.665054,337.72455,238.89891,605.366,88.79307,336.65527,167,2ABA030,21
87.58613,187.83083,22.824131,0.38653269883845864,330.45132,355.53696,17.281773,0.6155508212589458,374.31662,176.67451,47.362206,334.8175,223.53116,593.3858,87.58613,330.45132,168,2ABA030,22
86.402214,186.37488,22.891722,0.39380818422881547,330.1864,354.9871,17.295216,0.61849017796148,376.2582,170.73637,46.84513,335.5056,235.04062,591.83167,86.402214,330.1864,169,2ABA030,23
80.395645,173.91292,23.492832,0.3986593953284985,330.4845,354.89905,17.29737,0.6180302546530957,345.45715,155.39926,46.854904,338.1363,222.48114,577.5537,80.395645,330.4845,170,2ABA030,24
83.35512,185.37549,22.938423,0.3948414491320382,333.67603,358.35583,17.213177,0.6172784624253672,373.13913,180.41286,46.153263,339.23828,222.79008,590.7892,83.35512,333.67603,171,2ABA030,25
84.7933,192.82388,22.596252,0.3939448350608508,335.94244,359.4556,17.186562,0.6134227980404822,401.46768,219.28386,46.235054,339.27835,193.70749,579.6952,84.7933,335.94244,172,2ABA030,26
86.83646,195.50479,22.47632,0.3836313579757077,338.77188,363.1685,17.097303,0.6100996692326501,405.67578,236.88036,46.24259,340.05597,220.27496,583.6836,86.83646,338.77188,173,2ABA030,27
87.06653,193.40361,22.570175,0.38442124142933914,345.39963,370.49396,16.923845,0.604463386740675,399.7194,246.16681,46.495373,343.67407,217.64607,587.643,87.06653,345.39963,174,2ABA030,28
82.0183,180.80309,23.15535,0.3839705223083529,345.71414,370.5808,16.921808,0.6009227374546756,369.3782,234.47623,47.81092,344.7321,204.34152,594.3868,82.0183,345.71414,175,2ABA030,29
77.93055,164.51057,23.975592,0.3715376453783684,341.1286,365.42352,17.043537,0.5962555028349178,324.7141,194.32051,49.91907,343.25958,218.17952,604.9627,77.93055,341.1286,176,2ABA030,30
73.05948,149.57297,24.802406,0.3714189242644915,344.4986,369.25836,16.95286,0.5911794578817811,268.4425,160.71637,50.376904,345.91394,217.8271,611.10785,73.05948,344.4986,177,2ABA030,31
71.26045,147.93811,24.897865,0.36725691962284474,342.2525,366.12006,17.026997,0.5890224240571679,262.32886,160.04013,51.745827,346.73932,221.3279,620.1031,71.26045,342.2525,178,2ABA030,32
73.2259,152.12189,24.655636,0.3637981504272519,341.55347,365.64835,17.038195,0.5909769428407147,273.2114,157.12518,53.272194,347.6741,240.05482,643.45447,73.2259,341.55347,179,2ABA030,33
82.00216,170.04033,23.688429,0.35374209762599723,347.2633,372.90042,16.867609,0.5897040779336071,321.30588,184.50685,55.098953,351.3494,241.67278,654.3499,82.00216,347.2633,180,2ABA030,34
92.09607,190.68076,22.69333,0.34543921624707163,352.2399,378.21863,16.74461,0.5877645756803488,373.4303,220.43134,57.740414,355.09753,234.27625,633.2103,92.09607,352.2399,181,2ABA030,35
94.12586,199.10625,22.31777,0.3448557349528525,353.8113,379.1707,16.722773,0.5887334128227475,399.27237,240.6128,57.668655,357.06094,206.59702,602.2507,94.12586,353.8113,182,2ABA030,36
97.72942,207.57898,21.9558,0.34086861554939424,355.99805,381.43048,16.67116,0.5881774684383781,418.48715,242.73344,57.409424,360.00302,206.44257,612.7677,97.72942,355.99805,183,2ABA030,37
99.6994,213.41722,21.714878,0.34554936554976934,357.42374,384.11966,16.610136,0.5870715257870684,433.29855,244.06601,55.7743,362.2426,203.60634,604.14484,99.6994,357.42374,184,2ABA030,38
98.43519,213.836,21.697853,0.3568870273480266,358.50735,386.43195,16.558006,0.5842719764263185,432.31158,239.1986,54.79612,363.5104,183.18243,578.23834,98.43519,358.50735,185,2ABA030,39
99.93558,223.64645,21.308228,0.35365962631534276,361.38278,388.48074,16.512077,0.5816960952652782,462.00015,267.51166,53.31272,366.6346,202.59703,596.6277,99.93558,361.38278,186,2ABA030,40
99.89209,224.77702,21.26443,0.3543482056005279,360.2219,387.04398,16.544262,0.5811347506646839,462.9254,270.86264,53.473633,365.55698,192.92354,579.1437,99.89209,360.2219,187,2ABA030,41
97.88462,211.31631,21.800806,0.3427359100426076,355.29346,381.72128,16.66454,0.5793438617026605,418.28458,228.31161,57.24395,363.50284,183.99872,589.2764,97.88462,355.29346,188,2ABA030,42
89.46941,191.287,22.665758,0.33804379812723,353.95035,380.14236,16.700542,0.582314896571969,364.17728,202.21011,57.865017,362.47125,193.87808,605.552,89.46941,353.95035,189,2ABA030,43
87.5912,187.61156,22.834278,0.3422802577151349,354.4024,379.88815,16.706352,0.5844799560428272,361.51965,209.80376,56.300842,361.98285,192.01169,584.6783,87.5912,354.4024,190,2ABA030,44
89.65078,192.38945,22.615843,0.34285789411970685,355.62906,380.9262,16.68265,0.5845911363494068,376.56586,218.78099,53.82403,362.59766,209.04358,590.43,89.65078,355.62906,191,2ABA030,45
90.97181,198.65161,22.337627,0.34567576458813803,357.84717,382.90692,16.637604,0.5826039446951732,396.2697,229.63002,50.998535,364.15372,203.06332,587.63855,90.97181,357.84717,192,2ABA030,46
88.89074,199.43953,22.303242,0.3604953304774591,357.704,382.7189,16.641869,0.5858325740582551,401.06845,232.56944,47.996517,364.11517,212.77322,598.9597,88.89074,357.704,193,2ABA030,47
83.779396,193.28105,22.575684,0.37439826752875904,355.90768,380.03625,16.702967,0.589477693093794,391.67126,231.6881,43.962715,363.17514,221.08763,601.84973,83.779396,355.90768,194,2ABA030,48
80.35338,188.28712,22.803057,0.37966819525556544,355.2231,378.48325,16.738533,0.5924278682486864,386.81882,231.65053,41.31888,362.7326,190.90826,571.42737,80.35338,355.2231,195,2ABA030,49
77.7837,185.33968,22.9401,0.38231055285885807,355.3643,378.41837,16.740023,0.593435087174976,380.22607,230.86821,39.943092,362.32632,200.11205,576.5681,77.7837,355.3643,196,2ABA030,50
76.102715,178.88681,23.247902,0.37774180047697764,353.9529,377.232,16.767296,0.5923431430276368,355.3024,208.359,40.019283,362.7596,208.25128,569.059,76.102715,353.9529,197,2ABA030,51
72.321686,164.90895,23.954582,0.37378416486450183,351.73682,375.00504,16.818726,0.5882962548072478,318.12048,172.75793,40.9551,364.6842,214.19283,564.01086,72.321686,351.73682,198,2ABA030,52
71.29435,159.64793,24.236202,0.3696734627445024,354.84335,378.45135,16.739265,0.5874007433646339,302.31085,163.1224,41.040806,366.5556,218.00949,567.9403,71.29435,354.84335,199,2ABA030,53
68.90363,154.7643,24.506052,0.36805926527341865,357.5056,382.24484,16.652634,0.584259240578044,285.0114,148.2792,40.95265,370.41263,221.59087,571.89264,68.90363,357.5056,200,2ABA030,54
67.39348,149.31482,24.81741,0.36489726245416537,358.2929,384.6763,16.597559,0.582190576994483,263.6708,132.8992,42.63619,373.301,226.0036,577.3108,67.39348,358.2929,201,2ABA030,55
69.1518,148.26108,24.878925,0.3568019396252046,358.6389,386.6203,16.553774,0.5795582579633464,250.63972,121.45312,46.532345,375.8285,223.33578,571.65753,69.1518,358.6389,202,2ABA030,56
74.399414,157.67455,24.344236,0.35458099896197326,359.06625,387.71088,16.529308,0.5768319077231109,230.73816,115.57746,54.359665,377.16272,217.1791,565.0102,74.399414,359.06625,203,2ABA030,57
79.62779,164.55118,23.973448,0.35818540221070155,361.3215,391.507,16.444677,0.5734221793713713,234.05833,116.996574,58.341377,380.1894,212.84323,557.59717,79.62779,361.3215,204,2ABA030,58
77.187126,154.39772,24.526651,0.3674257079462701,360.25708,390.97763,16.456429,0.5700819256376395,204.91827,122.62322,56.87711,380.29346,219.00478,551.7677,77.187126,360.25708,205,2ABA030,59
74.3795,149.29115,24.818787,0.3755546363143549,356.72955,389.46222,16.49016,0.5706867903292435,195.12796,115.48106,53.319454,380.1362,199.92354,526.4938,74.3795,356.72955,206,2ABA030,60
79.44512,163.03983,24.053595,0.3716523294876872,350.05075,384.44635,16.602753,0.5729152758176955,218.49779,121.24596,55.968575,376.87985,168.85489,510.64728,79.44512,350.05075,207,2ABA030,61
84.4942,176.44931,23.36707,0.3678442716319276,348.6502,383.81964,16.616924,0.5760029630842289,237.5267,127.4977,56.362568,376.0781,183.23674,527.204,84.4942,348.6502,208,2ABA030,62
85.48582,183.03786,23.048649,0.37303813465111757,347.5966,382.20837,16.653463,0.5733587393690163,226.99727,116.36144,60.642223,376.27982,191.24959,530.7206,85.48582,347.5966,209,2ABA030,63
77.2803,173.5505,23.51095,0.40339373377166654,350.06912,383.63516,16.621098,0.5690949075771715,197.62697,103.388275,57.3771,377.6825,207.79384,546.6291,77.2803,350.06912,210,2ABA030,64
70.22489,159.04749,24.268932,0.4197870489326039,354.52927,386.88428,16.547846,0.562558468545901,176.41278,113.772484,52.172176,380.52652,199.05191,529.4038,70.22489,354.52927,211,2ABA030,65
70.24036,150.47855,24.749975,0.40237669172237245,359.3351,391.7951,16.438288,0.5531536938722126,159.01312,102.32651,53.963585,385.0758,204.11743,518.7492,70.24036,359.3351,212,2ABA030,66
72.04165,154.7011,24.509602,0.40110572373291054,354.0452,385.2351,16.584951,0.5546927814999274,167.0004,98.99502,56.406773,379.99197,179.90944,501.21542,72.04165,354.0452,213,2ABA030,67
70.45283,153.32214,24.587372,0.4039738639978824,348.65628,379.16232,16.722963,0.5600056586879104,182.54825,94.66449,52.287743,373.60373,185.68066,501.0891,70.45283,348.65628,214,2ABA030,68
67.09521,144.74036,25.087677,0.3981222134713884,356.51077,385.69788,16.574522,0.5402901791466814,184.69589,89.61479,47.930054,381.56805,203.02347,518.2134,67.09521,356.51077,215,2ABA030,69
61.643425,134.53731,25.722614,0.4063258879226171,352.91324,380.04565,16.702751,0.5389795852583704,190.99617,90.529175,41.907196,377.21988,204.05687,506.0673,61.643425,352.91324,216,2ABA030,70
58.25293,126.07649,26.286785,0.4174786386788039,349.45047,374.99826,16.818882,0.5427153360201308,176.4062,90.278465,39.875797,372.73447,211.00453,507.84207,58.25293,349.45047,217,2ABA030,71
52.390694,108.78399,27.568169,0.42289749324004694,345.70737,369.62283,16.944292,0.5461891030564221,158.6399,89.67083,35.657436,368.00314,223.24875,516.67896,52.390694,345.70737,218,2ABA030,72
51.63675,107.98649,27.632082,0.42640664619496,340.90952,364.41467,17.06755,0.5477412166757318,165.34065,87.78939,32.02917,363.16647,232.27248,522.7489,51.63675,340.90952,219,2ABA030,73
55.70897,117.71583,26.88277,0.42200378322475296,334.6072,357.35297,17.237518,0.5502982659525506,177.42023,94.08626,34.264515,357.20172,211.18945,506.8305,55.70897,334.6072,220,2ABA030,74
57.48133,122.615685,26.528547,0.42062476401938104,329.9521,353.18103,17.33952,0.5548863385042616,177.04091,97.32252,34.539425,352.8467,206.03229,498.71774,57.48133,329.9521,221,2ABA030,75
55.170757,115.748795,27.029137,0.4271190713245623,322.3937,346.7176,17.49995,0.562868780404206,148.83438,85.295334,35.506752,347.8457,204.01788,497.5662,55.170757,322.3937,222,2ABA030,76
52.167797,113.49296,27.20009,0.43807219622415483,313.13477,337.87686,17.724298,0.5738817917219298,149.30957,89.88117,32.124634,341.27637,186.94261,485.5197,52.167797,313.13477,223,2ABA030,77
55.92782,121.75397,26.589806,0.421562522568936,304.16574,330.3353,17.920368,0.5814575093875839,160.96088,91.36281,32.852867,335.59943,190.84915,461.51218,55.92782,304.16574,224,2ABA030,78
57.980373,127.11625,26.215446,0.4237912773504385,298.71237,325.13165,18.058283,0.5856346461071095,165.47824,87.65759,31.727772,331.89774,201.3957,454.06836,57.980373,298.71237,225,2ABA030,79
58.79221,126.0046,26.29174,0.42060576607364214,293.1196,319.62473,18.20666,0.5914701108905379,159.54413,92.09625,33.338715,327.42242,206.11035,454.88538,58.79221,293.1196,226,2ABA030,80
67.80589,139.56409,25.403996,0.3942102683444912,290.23987,318.4176,18.239525,0.5949220234211943,168.07228,94.48838,42.614464,325.86414,171.9241,436.50317,67.80589,290.23987,227,2ABA030,81
74.58158,154.8698,24.500134,0.3737598878775137,292.86328,322.06464,18.140606,0.6021111215354849,205.55447,103.720375,42.810158,325.82443,164.7948,429.1458,74.58158,292.86328,228,2ABA030,82
63.01536,119.3272,26.764679,0.38307244914953986,264.7567,302.62003,18.681513,0.512378054242972,138.86221,147.50922,47.28803,258.8128,236.76587,539.3855,63.01536,264.7567,229,2ABA033,6
59.86989,115.04123,27.082397,0.41100344041360476,265.96713,304.64575,18.623566,0.5149410918534543,133.63206,131.00963,43.323387,259.5078,238.32364,549.903,59.86989,265.96713,230,2ABA033,7
59.877262,118.82773,26.801111,0.42342638954121803,268.6557,308.8574,18.504307,0.5192391991118886,144.89325,117.56862,41.0317,260.17157,241.27357,566.36316,59.877262,268.6557,231,2ABA033,8
60.8368,117.30958,26.9128,0.4145690418220357,269.83966,311.1593,18.439812,0.5252080388881206,136.25085,104.575935,41.78667,260.84482,250.19707,572.5977,60.8368,269.83966,232,2ABA033,9
61.908745,116.54029,26.969946,0.4056524852413515,271.5311,313.39233,18.3777,0.5299735422038636,130.97963,94.32558,43.007042,261.95206,254.26822,587.602,61.908745,271.5311,233,2ABA033,10
64.19454,118.202095,26.846964,0.38033138287916585,272.6853,315.02844,18.332472,0.5343166837171396,128.30063,87.896324,45.1144,262.35498,259.19983,592.4641,64.19454,272.6853,234,2ABA033,11
64.6125,117.48343,26.899937,0.3669004961488364,272.06326,314.16632,18.356274,0.5359086641680316,125.00806,80.91344,46.277294,262.1663,257.6109,595.4221,64.6125,272.06326,235,2ABA033,12
65.86233,118.78498,26.804237,0.35402312023338395,273.02713,314.79102,18.339022,0.5330772003145642,125.28472,74.30463,47.810417,263.6804,257.6036,595.5789,65.86233,273.02713,236,2ABA033,13
67.83008,121.29102,26.622896,0.3441756209565688,276.4913,318.4234,18.239367,0.5274513398581953,120.683495,70.291084,48.845848,265.82898,272.44156,611.61206,67.83008,276.4913,237,2ABA033,14
71.45195,124.77411,26.37698,0.33960549863445755,283.082,325.5612,18.046814,0.5205123452668329,117.585175,67.16989,49.50016,269.1169,278.28262,605.6705,71.45195,283.082,238,2ABA033,15
77.22915,127.46288,26.191792,0.32883373994072645,288.78003,331.0796,17.900818,0.5164299955329293,110.96955,64.23353,52.36422,271.47327,274.13544,581.48016,77.22915,288.78003,239,2ABA033,16
75.949394,123.24128,26.484344,0.3327520902419677,289.73816,332.5958,17.861132,0.5109676126273476,106.135124,62.113976,52.6859,271.97272,247.84262,567.6051,75.949394,289.73816,240,2ABA033,17
78.47294,128.00587,26.15487,0.3334884256952737,292.8687,337.3469,17.737934,0.5011444210248949,103.07413,62.415756,54.500088,273.75534,257.2513,579.79816,78.47294,292.8687,241,2ABA033,18
82.815926,134.86644,25.70139,0.33796776539189866,296.55505,342.29623,17.611425,0.4982270983515977,108.41584,64.086494,55.009182,274.46268,269.6999,580.61707,82.815926,296.55505,242,2ABA033,19
84.57062,137.67397,25.522432,0.33396689354890247,295.65744,341.30145,17.636703,0.5014194329450957,123.52955,66.433846,54.262012,273.76688,268.5008,568.8697,84.57062,295.65744,243,2ABA033,20
86.21945,140.73285,25.331558,0.3470620886593554,295.5206,341.08972,17.642094,0.509201504021658,130.53094,67.60924,53.08338,273.99554,274.765,560.87524,86.21945,295.5206,244,2ABA033,21
84.58028,141.92531,25.258272,0.36100260831659764,289.76532,336.35538,17.763498,0.5261723341183467,140.07747,70.67093,49.69926,268.65894,290.63147,571.892,84.58028,289.76532,245,2ABA033,22
81.75124,140.01071,25.376244,0.36431142630507196,282.77438,329.09338,17.953085,0.5405041361135293,144.90875,73.88512,49.512127,264.95193,296.60648,576.4702,81.75124,282.77438,246,2ABA033,23
78.69585,137.45207,25.536442,0.3762111328974502,279.04834,324.1971,18.083284,0.5436863988981042,159.11995,75.97571,47.29131,264.28598,284.78806,569.6094,78.69585,279.04834,247,2ABA033,24
78.38827,138.87761,25.446825,0.3779073382171908,277.09766,321.37747,18.159159,0.5445873807008937,169.03807,82.972084,46.347088,262.8026,284.638,562.7706,78.38827,277.09766,248,2ABA033,25
78.303375,141.3291,25.294836,0.37732072601751665,274.26486,317.9425,18.252495,0.5467304344682634,187.22594,88.69203,46.00431,260.29285,284.42252,563.9003,78.303375,274.26486,249,2ABA033,26
79.60885,145.17418,25.061682,0.36740912549634874,274.46457,318.38806,18.240334,0.5512140792594368,198.6721,99.687485,45.99161,258.37296,292.35837,572.50604,79.60885,274.46457,250,2ABA033,27
79.296646,146.99171,24.953611,0.3687640509736778,274.91534,319.1209,18.220362,0.5540174478012619,206.14671,108.436356,45.20094,257.23605,308.5359,590.8203,79.296646,274.91534,251,2ABA033,28
77.467674,143.73586,25.148165,0.3715267636830835,274.7341,317.4844,18.26502,0.5505219940753057,203.49226,108.68664,45.480324,258.70282,292.62494,577.98047,77.467674,274.7341,252,2ABA033,29
76.952156,144.23996,25.117758,0.3698564387377253,275.98065,318.5749,18.235237,0.545890216327536,209.6799,107.53892,45.018253,259.9909,280.50714,576.4808,76.952156,275.98065,253,2ABA033,30
80.16161,155.88153,24.443573,0.37038365861099043,278.04556,323.3458,18.106121,0.5454736366997308,229.67328,116.66274,43.489326,260.33276,318.5856,609.3852,80.16161,278.04556,254,2ABA033,31
76.90712,154.13818,24.541264,0.3678113558877228,274.29025,316.50098,18.291965,0.5427560802091708,241.1859,120.00444,43.59964,262.32248,301.17807,593.7741,76.90712,274.29025,255,2ABA033,32
72.90588,146.77663,24.966331,0.3660234581773004,267.84686,307.98538,18.528866,0.5427486011453263,235.44098,118.8567,42.843372,259.88904,287.80823,575.5511,72.90588,267.84686,256,2ABA033,33
70.825966,145.58469,25.037155,0.3691100754592051,264.1942,305.83044,18.589853,0.5468995199633877,228.45189,111.65565,41.11905,256.81268,316.54306,606.77124,70.825966,264.1942,257,2ABA033,34
70.57143,145.799,25.024376,0.369065277660983,263.44745,306.05835,18.583382,0.5507002157136546,219.51338,100.402,41.11033,256.3505,341.40738,627.8645,70.57143,263.44745,258,2ABA033,35
70.62594,146.32942,24.992836,0.3717072290312689,263.59857,306.4748,18.571571,0.5519336931752359,212.06473,92.655754,40.878094,256.6517,345.98276,618.5383,70.62594,263.59857,259,2ABA033,36
70.09556,145.51988,25.041023,0.37723664898936343,264.247,307.5668,18.540678,0.5539216746083823,201.14053,83.90534,40.080086,256.52884,338.57098,608.5709,70.09556,264.247,260,2ABA033,37
70.5957,146.69653,24.97107,0.37561836094567175,264.63007,308.50467,18.514233,0.5542867749237834,192.74945,72.58804,40.981304,256.40265,342.74472,617.20935,70.5957,264.63007,261,2ABA033,38
77.0249,160.95264,24.165506,0.3662989959805695,269.23383,313.44083,18.376356,0.5475670736741959,232.54114,99.64784,42.6204,259.73355,337.43402,603.75323,77.0249,269.23383,262,2ABA033,39
84.78847,179.03421,23.240747,0.36126932493290803,278.26218,324.33975,18.079464,0.5399429748805034,270.6963,139.75818,43.695187,264.24902,323.27625,582.04266,84.78847,278.26218,263,2ABA033,40
95.00255,192.75864,22.599192,0.35642211224351117,288.56943,336.61493,17.7568,0.5369398659634305,296.06726,164.1623,45.207874,265.94806,316.13077,573.7568,95.00255,288.56943,264,2ABA033,41
95.38029,196.05243,22.452023,0.3604830738188996,287.64575,336.46527,17.760662,0.5365103156321378,308.05017,178.5799,45.532936,263.79706,298.70636,573.7839,95.38029,287.64575,265,2ABA033,42
98.12432,205.35222,22.04948,0.36426471661535315,286.9863,334.8911,17.801395,0.5325527892029724,347.48892,211.62518,44.712852,262.89642,292.4768,565.3155,98.12432,286.9863,266,2ABA033,43
101.03656,213.29887,21.719696,0.36442909297425446,288.13046,334.61218,17.808632,0.5303648674659575,374.52094,234.49016,44.506775,263.10214,281.6052,551.6899,101.03656,288.13046,267,2ABA033,44
99.85415,209.70552,21.867271,0.36247655572588416,286.49362,332.40656,17.866076,0.532125656518405,369.66733,234.62543,44.789036,262.19986,287.13202,556.84393,99.85415,286.49362,268,2ABA033,45
96.681335,200.91022,22.239428,0.3650105702342382,284.59836,329.55444,17.940924,0.5336153188264057,351.24164,230.90913,45.326477,261.04596,282.56906,550.77997,96.681335,284.59836,269,2ABA033,46
96.72355,196.4323,22.43521,0.35184031986622677,283.23343,328.72406,17.962837,0.5350472945350353,332.64728,228.1369,47.456326,259.70242,284.0375,542.611,96.72355,283.23343,270,2ABA033,47
94.203545,191.64955,22.649311,0.3523491334223811,281.13898,327.54712,17.993992,0.5388303252477269,309.1906,222.20328,47.198643,257.50845,296.9805,547.7305,94.203545,281.13898,271,2ABA033,48
92.34784,186.71532,22.87587,0.35058947253131323,278.01447,323.88904,18.091543,0.5395916078114594,300.68335,220.62108,48.33071,255.36076,294.28403,551.30383,92.34784,278.01447,272,2ABA033,49
