,first100_mean,random100_mean,difference_random_minus_first
sct_mae_hu,112.36164093017578,97.2167739868164,-15.144866943359375
raw_cbct_mae_hu,189.4010162353516,193.73521423339844,4.334197998046847
sct_rmse_hu,206.63531494140625,183.4189300537109,-23.21638488769534
sct_psnr,22.386228561401367,23.39390182495117,1.0076732635498011
sct_ssim,0.3106330650479302,0.3146629993152334,0.004029934267303192
mean_uncertainty_hu,42.28876876831055,41.80841827392578,-0.4803504943847656
std_uncertainty_hu,52.77156829833984,50.8490104675293,-1.9225578308105398
mean_error_hu,112.36164093017578,97.2167739868164,-15.144866943359375
error_uncertainty_corr,0.1006874962723066,0.1471425165410526,0.046455020268746
