,Day10_combined_loss,Day12_region_weighted_loss,difference_Day12_minus_Day10
overall_mae_hu,91.43541827000001,96.75190734863281,5.316489078632799
body_mae_hu,91.43541827000001,96.75190734863281,5.316489078632799
bone_mae_hu,213.4706407,204.03297424316406,-9.437666456835927
soft_tissue_mae_hu,56.969311493333336,66.17666625976562,9.207354766432289
air_lung_mae_hu,239.87998748666666,230.74476623535156,-9.135221251315102
rmse_hu,177.7673306,181.8850555419922,4.117724941992179
psnr,23.57804786,23.374650955200195,-0.20339690479980632
ssim,0.3944687825253683,0.3589662774322395,-0.0355025050931288
